m1,b1,m2,b2,m3,b3,mode,load,tput_m1,tput_m2,tput_m3,total_p90_m1,total_p90_m2,total_p90_m3,total_p99_m1,total_p99_m2,total_p99_m3,total_p100_m1,total_p100_m2,total_p100_m3,slo_m1,slo_violation_m1,slo_m2,slo_violation_m2,slo_m3,slo_violation_m3,slo_violation_no,job_mix
efficientnet_b6,16,densenet201,2,inception_v3,16,mig,1.0,376.0174378786,96.5594404653157,936.0336053489116,42.879581451416016,20.95375061035156,17.334604263305664,43.98234128952026,21.972389221191406,18.24110507965088,50.74739456176758,25.865554809570312,29.9224853515625,90.055,0,95.025,0,40.355,0,0,efficientnet_b6-16-densenet201-2-inception_v3-16
resnet152,32,densenet121,4,resnet18,16,mps-uncap,1.0,752.098825333958,187.92410181262025,2258.741498049019,43.02322864532471,26.23939514160156,11.293649673461914,43.58760118484497,26.828689575195312,12.078773975372318,54.932594299316406,37.50443458557129,18.964290618896484,95.725,0,55.545,0,10.535,1,1,resnet152-32-densenet121-4-resnet18-16
resnet152,32,densenet121,4,resnet18,16,mig,1.0,562.7304548691208,337.63223896018343,2070.45211258911,57.32989311218262,11.98732852935791,7.9555511474609375,59.64126586914063,12.53962516784668,8.762598037719727,66.08915328979492,16.66092872619629,16.415834426879883,95.725,0,55.545,0,10.535,1,1,resnet152-32-densenet121-4-resnet18-16
densenet201,32,resnet152,4,squeezenet1_1,16,mps-uncap,1.0,718.4833874412357,150.1676002784393,2704.779524042724,45.26267051696777,29.732799530029297,8.604764938354492,46.01285934448242,31.714539527893063,10.791182518005373,53.337812423706055,36.32426261901856,17.589807510375977,94.15,0,64.085,0,9.66,1,1,densenet201-32-resnet152-4-squeezenet1_1-16
densenet201,32,resnet152,4,squeezenet1_1,16,mig,1.0,614.3381967090896,257.1432160820289,2562.308514466138,52.561330795288086,15.69836139678955,6.4601898193359375,55.07835865020752,16.45578145980835,7.136118412017823,58.9449405670166,24.616479873657227,12.26806640625,94.15,0,64.085,0,9.66,1,1,densenet201-32-resnet152-4-squeezenet1_1-16
resnet101,32,squeezenet1_0,2,vgg16,2,mps-uncap,1.0,1072.5288368921665,361.727884930367,346.0902360192106,30.43990135192871,9.036946296691896,8.9644193649292,31.084203720092773,10.114829540252686,10.014605522155762,37.25600242614746,19.234180450439453,19.3331241607666,70.035,0,9.485,1,7.77,1,2,resnet101-32-squeezenet1_0-2-vgg16-2
resnet101,32,squeezenet1_0,2,vgg16,2,mig,1.0,778.6927146164322,1137.5254829035734,292.44316261365435,41.3632869720459,1.781940460205078,6.888151168823242,43.29958915710449,1.89208984375,7.127213478088379,49.5607852935791,12.803077697753906,17.599821090698242,70.035,0,9.485,1,7.77,1,2,resnet101-32-squeezenet1_0-2-vgg16-2
squeezenet1_1,16,efficientnet_b6,2,resnet18,2,mps-uncap,1.0,4983.974873336068,107.0323569244184,907.3934803087544,3.473162651062012,19.063639640808105,2.4585723876953125,3.778421878814697,19.532361030578613,2.8334951400756823,14.786243438720703,28.934717178344727,9.918928146362305,9.66,1,85.575,0,8.33,1,2,squeezenet1_1-16-efficientnet_b6-2-resnet18-2
squeezenet1_1,16,efficientnet_b6,2,resnet18,2,mig,1.0,3855.129787139797,113.59461271333268,942.22463945079,4.384040832519531,17.896461486816406,2.1588802337646484,5.178751945495606,18.72641563415528,2.3679733276367188,15.577077865600586,24.62148666381836,15.995025634765623,9.66,1,85.575,0,8.33,1,2,squeezenet1_1-16-efficientnet_b6-2-resnet18-2
vgg13,2,densenet169,2,squeezenet1_1,8,mps-uncap,1.0,764.1460719046848,112.79732207753196,2582.206467113564,2.8057098388671875,18.12148094177246,3.4722566604614267,3.021636009216308,18.630175590515133,3.746168613433838,12.375831604003906,24.50776100158692,14.617443084716797,6.755,1,78.89,0,8.855,1,2,vgg13-2-densenet169-2-squeezenet1_1-8
vgg13,2,densenet169,2,squeezenet1_1,8,mig,1.0,582.4592163125508,118.3627195060819,2467.7772169738105,3.517389297485352,17.15707778930664,3.3469200134277344,3.764629364013672,17.80976295471192,3.8542747497558594,16.14522933959961,25.522947311401367,15.029668807983398,6.755,1,78.89,0,8.855,1,2,vgg13-2-densenet169-2-squeezenet1_1-8
resnet101,32,efficientnet_b5,4,resnet101,4,mps-uncap,1.0,1233.7127778419,128.11791763796325,192.66873304946265,26.36361122131348,34.265804290771484,22.727513313293457,26.998424530029297,36.06142044067383,24.50218439102173,37.4903678894043,46.822547912597656,36.86785697937012,70.035,0,73.14999999999999,0,43.785,0,0,resnet101-32-efficientnet_b5-4-resnet101-4
resnet101,32,efficientnet_b5,4,resnet101,4,mig,1.0,779.3498116829569,255.871450139046,354.1251626010885,41.40448570251465,15.820527076721191,11.40284538269043,43.2675838470459,16.553134918212884,11.93631887435913,54.174184799194336,27.27079391479492,25.310754776000977,70.035,0,73.14999999999999,0,43.785,0,0,resnet101-32-efficientnet_b5-4-resnet101-4
vgg19,4,mobilenet_v3_small,8,vgg13,4,mps-uncap,1.0,504.5795440302017,1058.9239179707406,796.9683506678036,8.513212203979492,8.43048095703125,5.53131103515625,8.92965316772461,8.964731693267822,5.834817886352539,15.700340270996094,21.842241287231445,17.83013343811035,13.02,1,21.385,1,10.01,1,3,vgg19-4-mobilenet_v3_small-8-vgg13-4
vgg19,4,mobilenet_v3_small,8,vgg13,4,mig,1.0,486.67881133702514,1926.0460321032024,405.10264321572464,8.385181427001953,4.216432571411133,10.03885269165039,8.719589710235596,4.369497299194336,10.499572753906248,20.1711654663086,17.023324966430664,21.254777908325195,13.02,1,21.385,0,10.01,1,2,vgg19-4-mobilenet_v3_small-8-vgg13-4
vgg19,32,mobilenet_v3_small,2,vgg11,8,mps-uncap,1.0,1051.65930397852,84.17717171457458,594.9854818215362,30.98878860473633,29.406309127807617,20.03114223480225,31.6206169128418,30.642094612121586,20.75121402740479,38.46478462219238,31.4321517944336,22.04418182373047,77.805,0,20.895,1,13.055,1,2,vgg19-32-mobilenet_v3_small-2-vgg11-8
vgg19,32,mobilenet_v3_small,2,vgg11,8,mig,1.0,648.7656244684866,490.1166712353974,673.1682255586069,49.67536926269531,4.137992858886719,12.032747268676758,51.54008865356445,4.316675662994382,12.523913383483888,54.48603630065918,14.262199401855469,22.318363189697266,77.805,0,20.895,0,13.055,1,1,vgg19-32-mobilenet_v3_small-2-vgg11-8
alexnet,32,mobilenet_v2,32,resnet101,4,mps-uncap,1.0,6353.390801253075,2911.216516443266,231.6567616978725,6.920576095581055,11.676740646362305,20.03464698791504,7.429866790771487,12.561340332031255,21.60648345947265,16.293764114379883,19.98496055603028,28.059959411621094,10.92,1,23.45,0,43.785,0,1,alexnet-32-mobilenet_v2-32-resnet101-4
alexnet,32,mobilenet_v2,32,resnet101,4,mig,1.0,6694.3936349049445,1585.496520705914,357.8252991754444,5.213308334350586,20.95022201538086,11.349272727966309,6.46550178527832,21.93952560424805,11.910691261291504,12.459278106689451,24.484872817993164,19.06275749206543,10.92,1,23.45,1,43.785,0,2,alexnet-32-mobilenet_v2-32-resnet101-4
efficientnet_b6,32,vgg16,2,vgg19,16,mps-uncap,1.0,254.07128550409132,156.5764478400089,792.6968291300454,129.0128231048584,16.43977165222168,24.21736717224121,132.1024417877197,19.3135929107666,25.90419292449952,136.3205909729004,21.49033546447754,28.79500389099121,140.455,0,7.77,1,41.37,0,1,efficientnet_b6-32-vgg16-2-vgg19-16
efficientnet_b6,32,vgg16,2,vgg19,16,mig,1.0,380.9951633391201,286.4704043768754,377.02496830645055,84.60984230041504,7.053685188293458,42.791008949279785,86.08359336853027,7.2699832916259775,43.53276491165161,90.90161323547365,16.347646713256836,55.18770217895508,140.455,0,7.77,1,41.37,1,2,efficientnet_b6-32-vgg16-2-vgg19-16
resnet50,32,densenet201,4,resnet101,8,mps-uncap,1.0,1802.278944610756,82.96599421665765,370.07241622186586,18.301773071289062,50.86660385131836,23.905134201049805,19.00118827819825,52.2435474395752,25.497875213623047,30.321836471557617,60.84132194519043,29.94394302368164,46.585,0,95.2,0,44.135,0,0,resnet50-32-densenet201-4-resnet101-8
resnet50,32,densenet201,4,resnet101,8,mig,1.0,1209.4784767079336,191.5743716651073,415.5479370450344,26.723504066467285,21.123647689819336,19.420456886291504,28.83529663085937,22.1802020072937,20.24913787841797,36.763668060302734,28.91254425048828,33.67972373962402,46.585,0,95.2,0,44.135,0,0,resnet50-32-densenet201-4-resnet101-8
efficientnet_b5,8,efficientnet_b7,2,resnet152,2,mps-uncap,1.0,508.2395134673822,84.90641248836012,141.3513553753262,16.13445281982422,24.79574680328369,14.681100845336914,16.827688217163086,25.495047569274902,15.108346939086914,28.6250114440918,27.9996395111084,25.29764175415039,74.76,0,102.865,0,63.56,0,0,efficientnet_b5-8-efficientnet_b7-2-resnet152-2
efficientnet_b5,8,efficientnet_b7,2,resnet152,2,mig,1.0,466.031033975591,94.597722891609,144.93469450079337,17.521977424621582,21.39487266540528,13.97700309753418,17.9507040977478,22.083673477172848,14.400005340576172,18.57328414916992,24.323701858520508,16.337156295776367,74.76,0,102.865,0,63.56,0,0,efficientnet_b5-8-efficientnet_b7-2-resnet152-2
resnet34,32,densenet201,4,squeezenet1_1,8,mps-uncap,1.0,3037.4061470072,140.56589139403565,2306.8266331364666,10.900259017944336,29.95610237121582,5.236315727233887,11.59982681274414,30.82170486450196,5.829741954803467,21.6977596282959,41.69130325317383,15.466928482055664,25.375,0,95.2,0,8.855,1,1,resnet34-32-densenet201-4-squeezenet1_1-8
resnet34,32,densenet201,4,squeezenet1_1,8,mig,1.0,2195.807855673253,192.9736315572618,2451.036497877987,14.978694915771484,20.9139347076416,3.430366516113281,16.81983947753906,21.868343353271484,3.840541839599608,20.95317840576172,27.54735946655273,10.241031646728516,25.375,0,95.2,0,8.855,1,1,resnet34-32-densenet201-4-squeezenet1_1-8
resnet34,16,mobilenet_v3_small,2,resnet18,8,mps-uncap,1.0,2732.836937004997,461.08165945311,2655.252155585441,6.069660186767578,4.721713066101074,3.414630889892578,6.36458158493042,4.91290807723999,3.82704257965088,18.451690673828125,14.699697494506836,14.549970626831056,15.085,1,20.895,0,8.96,1,2,resnet34-16-mobilenet_v3_small-2-resnet18-8
resnet34,16,mobilenet_v3_small,2,resnet18,8,mig,1.0,2016.683237511592,489.61390705982006,1837.9017618497749,8.235812187194824,4.153728485107422,4.575634002685548,9.68259572982788,4.318246841430664,5.473999977111816,22.16362953186035,14.42408561706543,19.390106201171875,15.085,1,20.895,0,8.96,1,2,resnet34-16-mobilenet_v3_small-2-resnet18-8
densenet161,32,resnet34,2,vgg16,8,mps-uncap,1.0,414.0898460012236,128.212717722949,815.10164851641,78.53920459747314,20.61452865600586,13.568663597106934,79.23547029495239,23.687429428100582,16.10602378845215,80.38854598999023,24.995088577270508,17.307281494140625,111.125,0,13.825,1,20.475,0,1,densenet161-32-resnet34-2-vgg16-8
densenet161,32,resnet34,2,vgg16,8,mig,1.0,498.2358022049378,545.0052027525514,401.006695603645,64.67199325561523,3.715038299560547,20.11990547180176,66.7652416229248,3.898923397064209,20.66660881042481,72.66950607299805,11.579513549804688,21.648406982421875,111.125,0,13.825,0,20.475,1,1,densenet161-32-resnet34-2-vgg16-8
resnet50,32,squeezenet1_0,2,squeezenet1_0,4,mps-uncap,1.0,2020.849815333706,382.0697238030439,757.8939738994808,16.005373001098633,8.070516586303711,8.53872299194336,16.58379554748535,8.493247032165526,8.978919982910156,26.932716369628903,16.502857208251953,16.617298126220703,46.585,0,9.485,1,9.59,1,2,resnet50-32-squeezenet1_0-2-squeezenet1_0-4
resnet50,32,squeezenet1_0,2,squeezenet1_0,4,mig,1.0,1205.7644099935458,1128.8517340981605,1422.4794142251571,26.786041259765625,1.8045902252197263,2.8901100158691406,29.18245315551757,1.9060730934143053,3.127446174621582,37.88352012634277,15.107870101928713,10.475873947143556,46.585,0,9.485,1,9.59,1,2,resnet50-32-squeezenet1_0-2-squeezenet1_0-4
squeezenet1_0,32,densenet121,2,resnet152,4,mps-uncap,1.0,4013.28734281162,124.39963900277355,167.06213345324622,8.413219451904297,16.682147979736328,24.7736930847168,9.034309387207031,17.814457416534424,26.059584617614743,20.48492431640625,22.843360900878903,33.43439102172852,22.785,0,55.545,0,64.085,0,0,squeezenet1_0-32-densenet121-2-resnet152-4
squeezenet1_0,32,densenet121,2,resnet152,4,mig,1.0,2471.45564435822,163.86605340654685,260.4628907656741,13.356924057006836,12.373876571655272,15.46800136566162,14.964399337768551,12.928750514984127,16.20717048645019,22.455930709838867,22.067785263061523,30.121326446533203,22.785,0,55.545,0,64.085,0,0,squeezenet1_0-32-densenet121-2-resnet152-4
vgg19,4,resnet101,2,vgg11,2,mps-uncap,1.0,594.7493425067676,119.16456193852666,643.2202993154519,7.151389122009277,17.90146827697754,3.634190559387208,7.534925937652589,18.82287979125977,3.927919864654541,19.60444450378418,25.98810195922852,14.258146286010742,13.02,1,43.785,0,5.53,1,2,vgg19-4-resnet101-2-vgg11-2
vgg19,4,resnet101,2,vgg11,2,mig,1.0,484.8226398222336,212.6070336197443,436.5845485525005,8.34512710571289,9.514760971069336,4.645586013793945,8.65145206451416,9.92330551147461,4.808788299560547,20.296573638916016,22.88103103637696,14.440536499023438,13.02,1,43.785,0,5.53,1,2,vgg19-4-resnet101-2-vgg11-2
vgg16,4,inception_v3,16,squeezenet1_1,8,mps-uncap,1.0,736.2190712860738,895.3823663755294,1762.807255384818,6.263494491577148,18.691277503967285,5.545377731323242,6.988496780395507,19.416940212249752,6.055822372436523,15.248537063598633,27.454853057861328,15.232324600219728,11.515,1,40.355,0,8.855,1,2,vgg16-4-inception_v3-16-squeezenet1_1-8
vgg16,4,inception_v3,16,squeezenet1_1,8,mig,1.0,556.5936755142548,905.594073148658,2385.967382964322,7.355690002441406,18.030500411987305,3.571128845214844,7.798118591308592,19.010472297668457,3.847203254699706,17.705440521240234,31.110763549804688,14.77646827697754,11.515,1,40.355,0,8.855,1,2,vgg16-4-inception_v3-16-squeezenet1_1-8
vgg16,32,inception_v3,16,squeezenet1_1,4,mps-uncap,1.0,1381.9870403876955,344.0403528813076,366.42480065163664,24.359822273254395,47.54683971405029,19.66733932495117,25.0476598739624,54.39536571502685,21.01004600524902,31.631946563720703,59.394121170043945,28.278589248657227,67.62,0,40.355,1,8.82,1,2,vgg16-32-inception_v3-16-squeezenet1_1-4
vgg16,32,inception_v3,16,squeezenet1_1,4,mig,1.0,746.3889487775518,906.2784996927828,2087.539702143808,43.34194660186768,17.911672592163086,1.9924640655517576,45.057685375213616,19.2137861251831,2.2365093231201167,47.74141311645508,30.802011489868164,13.701438903808594,67.62,0,40.355,0,8.82,1,1,vgg16-32-inception_v3-16-squeezenet1_1-4
densenet121,8,squeezenet1_1,8,squeezenet1_1,8,mps-uncap,1.0,594.1652532926823,3205.1769830859485,2808.721449766562,13.838052749633787,3.119468688964844,3.4618377685546875,14.171438217163086,3.5653114318847656,3.9000844955444336,23.204803466796875,14.592409133911133,14.238834381103516,55.685,0,8.855,1,8.855,1,2,densenet121-8-squeezenet1_1-8-squeezenet1_1-8
densenet121,8,squeezenet1_1,8,squeezenet1_1,8,mig,1.0,677.2856733853289,2452.729116742075,2440.222624935063,11.992692947387695,3.4781694412231445,3.514528274536133,12.536087036132812,4.237151145935057,4.242143630981444,24.638891220092773,18.44143867492676,16.437530517578125,55.685,0,8.855,1,8.855,1,2,densenet121-8-squeezenet1_1-8-squeezenet1_1-8
alexnet,32,mobilenet_v3_small,32,resnet34,2,mps-uncap,1.0,9425.16117544964,4762.79525436851,363.6604609114222,4.499101638793946,7.718563079833984,6.428241729736328,4.903211593627929,8.195338249206543,7.405810356140137,12.157678604125977,13.805866241455078,13.439178466796877,10.92,1,20.23,0,13.825,0,1,alexnet-32-mobilenet_v3_small-32-resnet34-2
alexnet,32,mobilenet_v3_small,32,resnet34,2,mig,1.0,6404.175255798614,4532.276062296559,543.6420756509151,5.679130554199219,7.854318618774414,3.731489181518554,6.339521408081054,8.400201797485352,3.8444995880126953,17.077922821044922,18.09334754943848,15.6097412109375,10.92,1,20.23,0,13.825,1,2,alexnet-32-mobilenet_v3_small-32-resnet34-2
efficientnet_b5,32,densenet121,8,efficientnet_b6,8,mps-uncap,1.0,764.6651694119766,242.45483649517348,173.88989648477406,42.80357360839844,36.24262809753418,48.48349094390869,43.521056175231934,37.67004966735839,50.75976848602295,53.76648902893066,40.86709022521973,57.04975128173828,106.645,0,55.685,0,87.815,0,0,efficientnet_b5-32-densenet121-8-efficientnet_b6-8
efficientnet_b5,32,densenet121,8,efficientnet_b6,8,mig,1.0,514.290105379319,543.0255810270527,224.4044540139795,62.5607967376709,14.873075485229494,35.8539342880249,64.70255851745605,15.726404190063478,36.61185264587402,72.80397415161133,25.376319885253903,47.534942626953125,106.645,0,55.685,0,87.815,0,0,efficientnet_b5-32-densenet121-8-efficientnet_b6-8
vgg16,4,densenet201,32,vgg11,8,mps-uncap,1.0,390.4464831599344,322.1162060973372,1166.4917929025655,12.086963653564457,101.3519048690796,7.822847366333008,15.171871185302743,102.71477699279784,10.327823162078856,17.833471298217773,104.3071746826172,17.380237579345703,11.515,1,94.15,1,13.055,1,3,vgg16-4-densenet201-32-vgg11-8
vgg16,4,densenet201,32,vgg11,8,mig,1.0,545.2832170762559,363.74732167813016,658.7482451506659,7.436800003051758,88.33315372467041,12.293338775634766,7.701878547668457,90.45233964920044,12.763047218322756,11.489152908325195,93.46532821655272,17.17662811279297,11.515,0,94.15,0,13.055,1,1,vgg16-4-densenet201-32-vgg11-8
efficientnet_b7,16,densenet201,2,squeezenet1_0,4,mps-uncap,1.0,429.04982267371,72.44635572119068,987.4588499812476,37.6133918762207,29.642295837402344,6.323814392089844,37.87364959716797,30.272188186645508,7.014036178588867,49.7281551361084,39.739370346069336,17.99321174621582,110.39,0,95.025,0,9.59,1,1,efficientnet_b7-16-densenet201-2-squeezenet1_0-4
efficientnet_b7,16,densenet201,2,squeezenet1_0,4,mig,1.0,274.9781750069581,97.937648833138,1446.649458147424,58.33859443664551,20.715880393981934,2.8269290924072266,59.568471908569336,21.71012401580811,2.999048233032226,68.29380989074707,23.70762825012207,15.229940414428713,110.39,0,95.025,0,9.59,1,1,efficientnet_b7-16-densenet201-2-squeezenet1_0-4
inception_v3,32,resnet101,8,resnet34,16,mps-uncap,1.0,1417.819262237489,475.0655748735103,1608.693013378412,23.40524196624756,18.271923065185547,11.74626350402832,24.365789890289307,19.41351890563965,13.214664459228516,34.8200798034668,26.83687210083008,21.21138572692871,39.27,0,44.135,0,15.085,1,1,inception_v3-32-resnet101-8-resnet34-16
inception_v3,32,resnet101,8,resnet34,16,mig,1.0,1535.7648196373054,413.0246949156689,1306.9094659557886,21.311426162719727,19.5950984954834,12.55030632019043,23.00437450408936,20.33649444580078,13.3080530166626,27.803897857666016,27.37283706665039,20.47348022460937,39.27,0,44.135,0,15.085,1,1,inception_v3-32-resnet101-8-resnet34-16
vgg19,4,resnet101,8,resnet34,8,mps-uncap,1.0,599.9905076566621,392.7806663596571,967.6194983628732,7.418179512023926,21.13144397735596,9.1355562210083,7.767410278320313,21.84882879257202,9.876880645751951,17.674922943115234,31.39591217041016,21.439075469970703,13.02,1,44.135,0,14.035,1,2,vgg19-4-resnet101-8-resnet34-8
vgg19,4,resnet101,8,resnet34,8,mig,1.0,474.614207577214,405.8325359438906,1109.8426109938532,8.55417251586914,19.927978515625,7.348251342773437,8.955202102661135,20.656988620758053,7.943425178527832,19.664287567138672,32.6535701751709,21.4388370513916,13.02,1,44.135,0,14.035,1,2,vgg19-4-resnet101-8-resnet34-8
